problemName,problemLink,problemCode,problemDifficulty,contestName,contestLink
Integer Points,http://codeforces.com/contest/1248/problem/A,A,1000,Codeforces Round #594 (Div. 2),http://codeforces.com/contest/1248
Stones,http://codeforces.com/contest/1236/problem/A,A,800,Codeforces Round #593 (Div. 2),http://codeforces.com/contest/1236
Pens and Pencils,http://codeforces.com/contest/1244/problem/A,A,800,Codeforces Round #592 (Div. 2),http://codeforces.com/contest/1244
Distinct Digits,http://codeforces.com/contest/1228/problem/A,A,800,Codeforces Round #589 (Div. 2),http://codeforces.com/contest/1228
Dawid and Bags of Candies,http://codeforces.com/contest/1230/problem/A,A,800,Codeforces Round #588 (Div. 2),http://codeforces.com/contest/1230
Yellow Cards,http://codeforces.com/contest/1215/problem/A,A,1000,Codeforces Round #585 (Div. 2),http://codeforces.com/contest/1215
BowWow and the Timetable,http://codeforces.com/contest/1204/problem/A,A,1000,Codeforces Round #581 (Div. 2),http://codeforces.com/contest/1204
Choose Two Numbers,http://codeforces.com/contest/1206/problem/A,A,800,Codeforces Round #580 (Div. 2),http://codeforces.com/contest/1206
Hotelier,http://codeforces.com/contest/1200/problem/A,A,800,Codeforces Round #578 (Div. 2),http://codeforces.com/contest/1200
Important Exam,http://codeforces.com/contest/1201/problem/A,A,900,Codeforces Round #577 (Div. 2),http://codeforces.com/contest/1201
City Day,http://codeforces.com/contest/1199/problem/A,A,1000,Codeforces Round #576 (Div. 2),http://codeforces.com/contest/1199
Drinks Choosing,http://codeforces.com/contest/1195/problem/A,A,1000,Codeforces Round #574 (Div. 2),http://codeforces.com/contest/1195
Tokitsukaze and Enhancement,http://codeforces.com/contest/1191/problem/A,A,800,Codeforces Round #573 (Div. 2),http://codeforces.com/contest/1191
Keanu Reeves,http://codeforces.com/contest/1189/problem/A,A,800,Codeforces Round #572 (Div. 2),http://codeforces.com/contest/1189
Vus the Cossack and a Contest,http://codeforces.com/contest/1186/problem/A,A,800,Codeforces Round #571 (Div. 2),http://codeforces.com/contest/1186
Alex and a Rhombus,http://codeforces.com/contest/1180/problem/A,A,800,Codeforces Round #569 (Div. 2),http://codeforces.com/contest/1180
Ropewalkers,http://codeforces.com/contest/1185/problem/A,A,800,Codeforces Round #568 (Div. 2),http://codeforces.com/contest/1185
Chunga-Changa,http://codeforces.com/contest/1181/problem/A,A,1000,Codeforces Round #567 (Div. 2),http://codeforces.com/contest/1181
Filling Shapes,http://codeforces.com/contest/1182/problem/A,A,1000,Codeforces Round #566 (Div. 2),http://codeforces.com/contest/1182
Nauuo and Votes,http://codeforces.com/contest/1173/problem/A,A,800,Codeforces Round #564 (Div. 2),http://codeforces.com/contest/1173
Ehab Fails to Be Thanos,http://codeforces.com/contest/1174/problem/A,A,1000,Codeforces Round #563 (Div. 2),http://codeforces.com/contest/1174
